review,label
"Harvey Keitel gives a typically top-rate performance in one of his first-ever lead roles as brash, ambitious, uncompromising young staff producer Coleman Buckmaster, a real talented hot shot with a discerning ""golden ear"" and the son of a famous jazz pianist to boot. Coleman's eager to cut some tracks with the smokin' R&B outfit the Group (none other than Earth, Wind & Fire in their awesomely funky prime), but his rigidly commercial greedhead label A-Chord Records run by uptight, mob-connected middle-of-the-road square Jerry (a properly unhip Ed Nelson) wants him to record a hit single for the hideously insipid Carpenters-like pop pap trio the Pages, an allegedly squeaky clean bunch which includes smarmy pedophile step-dad Franklin (a perfectly vile Bert Parks), bitchy, neurotic daughter Velour (a fine, flighty turn by perky, comely brunette Cynthia Bostwick), and hedonistic smack addict son Gary (former 50's juvenile sitcom staple Jimmy Boyd). The extremely naive and idealistic Coleman must learn pronto how the music business truly works and play the lowdown dirty game as best he can or else he'll lose both the Group and his credibility.<br /><br />Adopting an acrid, incisive, corrosively harsh and unsparingly biased script from syndicated columnist and rock journalist Robert Lipsyte, director Sig Shore (who's most famous for producing ""Superfly"") shows a decidedly cynical and unflattering depiction of the various bribes, pay-offs, broken promises, back-stabbings, duplicities and double-dealings which are an unpleasant, yet intrinsic part of the largely corrupt rock music business, with particularly thoughtful thematic asides concerning Art vs. Commerce, fighting to retain one's artistic integrity, and the then recent push to homogenize rock into bland, useless, creatively stagnant mainstream respectability. Moreover, this gritty, downbeat gem offers a rare fascinating, minutely detailed and wholly believable backstage glimpse at the recording process as recording booth console cowboy Coleman struggles gamely in his own words to ""make chicken salad out of chicken s**t."" Appearing in nifty bits are disc jockey and legendary ""fifth Beatle"" Murray the K as leering, lecherous DJ Big John Little (Velour bites his hand after Big John paws her thigh during a live on-air interview!), New York soul DJ and host of NBC's ""Friday Night Videos"" Frankie Crocker as his own jazzy'n'jivin' self, R&B singer-songwriter Doris Troy (she penned the lovely ""Just One Look"") as a church pianist, and tubby, bald-pated 70's blaxploitation favorite Charles MacGregor as a priest at a wedding. The rather poor sound and Allan Metzger's sloppy cinematography inadvertently add to the film's overall ragged, rough-around-the-edges documentary-style authenticity. Although technically a bit lacking, this movie overall still rates as one of the great, most bitterly pessimistic unsung behind-the-scenes rocksploitation gems from the 70's.",1
"Just picked this up on DVD and watched it again. I love the bright colors vs. dark imagery. Not a big Beatty fan, but this is an excellent popcorn movie. Pacino is astounding, as always, and well, this movie marked the period where Madonna was her absolute sexiest. I wish she had stuck with the ""Breathless"" look for a while longer. Charlie Korsmo's first really big role, other than ""What about bob?"". The makeup effects were cutting edge then and still hold up for the most part. Beautiful scenery and mood transport you directly into a comic strip environment. The cars, wardrobe, buildings, and even the streetlights et a great tone, not to mention the perfect lighting, although the scenes with a lot of red can get a tad annoying, as it tends to blur a little. Just wish Beatty had gotten the chance to make a sequel. All in all, a fun few hours.",1
"What can I say about the series dubbed the NEW OUTER LIMITS...Hmm.... Only that this was one of the best TV series ever assembled!! You have actors of all ages, The actors that are somewhat known and that time forgot. Everyone playing their part to exact perfection! These shows always have some type of moral story to them which most of the time (if not all the time) is very true! You can feel that the man whose voice is dubbed over the credits and in the beginning and ending believes what he is saying wholeheartedly! Not only do these shows have great story lines, they also throw you into them, get your mind racing, and your blood pumping. The original outer limits was a black and white in the 60's right, These shows made a triumphant comeback the likes of which I have never seen! The new twilight zone with Forest Whitaker was fun to watch, but the New OUTER LIMITS is where it's at! If you have not seen: I implore you to please check these episodes out, and you will see exactly what I mean! LONG LIVE THE NEW OUTER LIMITS!!!!!!!!!!!!",1
"I am an Indian residing in the United States. Why India continues, like a dumb animal, to emulate everything American is beyond me!! The main problems with the movie aren't so much the inane plot and dumb comedy. It is that this movie has a lot of sex, touching, women dressing like strumpets in the streets, and a lot of cursing that doesn't belong anywhere on T.V.<br /><br />To the producers and directors of this movie, I have this message: You continue to weaken our nation's strong family values by making this sort of junk. You continue to let young women think it's okay to have a feminist attitude and have no morals. You continue to make dance songs that belong in the lowest of adult clubs and bars. I am ashamed to be an Indian after seeing movies like this.<br /><br />In 2003, the United States government suggested that the best way to destroy Iran is to 'send miniskirts' there. There is no need to do that for India. We will destroy ourselves with rubbish like this.",0
"This old stinker makes the Flash Gordon movies look sophisticated. It's so terrible I love it, and I wish I could find a tape, but none of the catalogs I've checked list it. The rock band leader who calls himself Commander Cody must have loved it too, because he named his band after it.",0
"I watched this movie on LOGO television today. I was absolutely enthralled by the powerful messages and plot line within this film. I don't want to spoil it. I will say this, I related to the inner struggle of Aaron and his upbringing. As a gay man growing up in a small town, I related SO well to the ""big secret"" and the choices I made. This movie has made a HUGE impact on me and I plan on buying a copy of it in the very near future for my personal library. I no more than finished the movie and began calling my friends to recommend it. It had that profound of an effect on me. To those who read this comment. WATCH it. Try to have as little distraction as possible. Also,keep an open mind. This is not a film that can be viewed like a Disney film or the movie of the week. Instead, take the time to watch and actively LISTEN to the dialog as well as read between the lines and get involved in the plot. You may find yourself in tears. Not since ""Steel Magnolias"" have I been moved to tears by a film. This one did just that. Thank you to the cast and writer and crew for producing an emotionally charged romantic film about homosexuality and religion. It has been LONG overdue.",1
"This is one of the worst movies I have ever seen. The highlight of the movie is a comparison between the smell of natural gas and a dirty vagina. <br /><br />The acting is pathetic. I know acting is hard work and stuff, but that's why it should be left to real actors. Watching these people act is like watching Michael J. Fox perform brain surgery. It's shaky at best. <br /><br />One of the other comments would have you believe that the movie is saved by the acting talents of Dan Gordon as Chris. Only Dan himself or maybe his mother could believe that was good acting. <br /><br />The special effects in this movie were terrible. The worst special effects were for the gas explosion in the lighthouse. It looked like someone was shining an orange light up from the bottom of a model constructed from a refrigerator box. Sure there was a little bit of computer animation layered over top, but it didn't help. I suspect that the special effects on this movie were created and rendered using a single Amiga computer from the late 80s.",0
"I was seriously looking forward to seeing this film because it seemed truly promising from the coming attractions: Jim Carrey with Godlike powers was an idea that most definitely worked for me. As a huge fan, I was sure he'd be supremely in his element with such a promising premise, and what could go wrong? Yesterday, my bubble got burst big-time, boys and girls, because I saw the movie. <br /><br />The first act (where it's set up that he hates his life, he's a disgruntled employee and a majorly unhappy camper with an ax to grind against God) is serviceable, the second act (where he's summoned by God via telephone and receives Powers Almighty) is GREAT - Carrey gets to have fun with his new 'toys' and it's a pleasure to watch, really funny. But the third act is wretched beyond belief.<br /><br />The rot starts setting in after the dinner scene between Bruce and his girlfriend Grace (Jennifer Aniston, who comes off EXCEEDINGLY well in this movie considering her part is merely a plot device; even her NAME reeks of unsubtlety) - she thinks he's gonna pop 'the question' but instead, he tells her (on bended knee, yet) that he's finally getting his news anchor job, and isn't it so exciting?<br /><br />She doesn't think so. She wants him to marry her, see, so she winds up leaving him, see, even though she still LOVES him very much, see, and the rest of the film is spent banging us over the head with one pathetic, beyond-heavy-handed spiritual-sounding cliche after the next, until by the end I was praying, too. . .for it to be over. <br /><br />I didn't mind the lack of subtlety in the first two acts (one example - in the 2nd act, after he gets his powers, Bruce prances into the room singing ""What if God were one of us, just a slob like one of us"", blah blah blah), and I was even willing to overlook the amazing amount of contradictions being hurled at us (for openers, Morgan Freeman - a/k/a GOD - tells Bruce he can't violate anyone's free will but he does this, a lot). Those choices were forgivable - this is a Jim Carrey comedy, directed by Tom Shadyac - it aint The Remains of the Day. <br /><br />Or rather it was SUPPOSED to be a comedy. When the script writers lose track of that (in the dreaded act 3) and try to turn the proceedings into some sort of (gag) Message Movie, what we get instead is hell on earth. Bruce realizes the error of his selfish ways, he realizes that GRACE is his saving - have to say it - grace, and that his priorities in life had been severely misconstrued. All this could have been conveyed in a far less heavy-handed way, however. The film didn't have to go into the dumper to make these points. Unfortunately, the writers and Shadyac apparently had no idea how to resolve the story in any sort of clever, light-handed way, so they went the bang-'em-over-the-heads route in hopes that we wouldn't notice. They even tacked some surprisingly unfunny out-takes at the end, in the further hope that this would lessen the bad taste. It didn't work for me.",0
"This is movie is garbage, it looked really funny on the previews but I didn't laugh once through the whole movie. Do yourself a big favor and don't waste your money on this, don't waste anyone's money on this. I gave it a 1/10 believe me I would have given it less if I could have. I'm a 15 year old guy and I thought it was trash if you wanna see a good movie go out and see Jay and Silent Bob strike back.",0
"Some funny bits, but come Bill! A film? Quoting Zeitgeist? Keep the TV Show and the interviews, but a film? I'm probably overreacting but what a unnecessary provoking film... I don't know. I laughed, disagreed, agreed... this film is very confusing and inconsistent.<br /><br />Bill's a funny guy... but also very cocky... Bill's rhetoric is similar to Bill Hicks, a brilliant comedian. But like many comedians, the borderline between comedy and preaching can be annoying. I think that the major problem in this film is his lack of sensibility. This might be just a personal taste, but comedy that constantly demeans somebody cannot be taken as truth. Bill is obviously emotionally reactive to religious fundamentalism. I agree with Bill that religious fanaticism is not sensible, but the response to it cannot be sensible. It will create unnecessary turmoil. We can do better than just react to fundamentalism. His conclusion is that ""we don't know"" and he fervently tries to convince the spectator that nobody knows anything, to the point that the agnostic community has been concerned with his lack of serious research in comparative religion. His humility that he only knows that he doesn't, is a contradiction as he tries to insist that all religious thought is non-sense.<br /><br />I had great trouble seeing bits of Zeitgeist, the movie in Bill's film. All the astrotheology-influenced non-sense that simplifies all religions as the same is simply disappointing. Zeitgeist has provoked a lot of controversy and has messed up the validity of so much of the valuable Religion Studies scholarship. It is very sad how wrong facts have been tossed around with no reliable scholarly sources. Astro-mystic sources that reduce everything to ""the stars say it all"" seem to be from the Middle Ages. This film is a confusing statement from a confused ""agnostic"". Agnosticism is far more complex and philosophically academic than defending every single issue as ""we don't know"".<br /><br />This film is an obvious proof of how postmodernism has been able to oversimplify and generalize major issues in human history.<br /><br />Watch the film (it has hilarious interviews and bits) but PLEASE do not behave like Bill. You cannot expect anybody to have a mature conversation if you are making sardonic comments in every other line. His arguing techniques are demeaning and insulting, provoking emotional reactions rather than rational and logical argumentation.. There needs to be a more mature way of dealing with these issues.",0
"This film is about a single mother who is happy go lucky to the point that she is almost irresponsible, and her sensible teenage daughter who is undergoing adolescent turmoils.<br /><br />""Anywhere But Here"" is an engaging film from beginning to the end. Both Ann and Adele are described well right at the start, so we get to know how different their personalities are. Clashes inevitably ensue, and they are engagingly presented. I find myself so drawn to their state of minds and their circumstances. it is as if I am living their lives, feeling what they are feeling.<br /><br />Susan Sarandon gives another excellent performance in ""Anywhere But Here"". She is charismatic, happy go lucky, hedonistic, warm and loving all at once. I have always liked Susan Sarandon, and I think she is grossly underrated.<br /><br />""Anywhere But Here"" is a captivating emotional journey.",1
"This film is full of charming situations and healthy young people easy on the eyes, whether they are wearing clothes or not. The strong superstructure of its plot is upheld by the art of Shakespeare. As Joseph Papp discovered back in the 1950s in Central Park, Shakespeare's plots can be adapted to the manners and customs of the present. And, so the classic tales of cross-dressing and other mischief found in such lighthearted comedies such as Twelfth Night and A Midsummer Night's Eve and As You Like It are used to good effect in this film. All the young actors and actresses do a good job of advancing the plot with their blocking and dialog and costumes. And the idea of a soccer game to bring things to a climax reminds me of Bend It Like Beckham, another charming coming of age movie.",1
"Farrah Fawcett gives an award nominated performance as an attempted rape victim who turns the tables on her attacker. This movie not only makes you examine your own morals, it proves that Fawcett can excel as a serious actress both as a victim and victor.",1
"Another movie from Swedish hillbilly country, which is always the Northern part. If black people were shown this way, there would be shouts about racism and for good reasons.<br /><br />This is a farce and you are supposed to laugh at the ""clever"" farce clichÃ©s. But it's mostly tiresome. A gangster comedy, with the bad Russians (as always) and the bad (and stupid) Finns. And most stupid of all is of course the Norwegian, according to Stockholm prejudice.<br /><br />Andreas Wilson is the only one who tries to make a performance reminding us of reality. This is not funny. This is not even exciting. A burlesque too raw to make you interested in any way.",0
"First of all,the whole idea of remaking a classic such as ""Psycho"" is nothing short of ludicrous.A lot of time and effort was wasted here.I am sure they are smart enough to know that they could not improve on the original,so they must have had a tribute to Alfred Hitchcock on their minds.However,the idea that began as a well intentioned tribute, results in being a slap in the face to the horror master.This movie is poorly produced,poorly acted,and unnecessary to begin with.The original classic stands well on it's own,even after 40 years.The event of Hitch returning from the grave and coming after the people responsible for this piece of trash is unlikely,but if I were them,I would sleep with one eye open just in case.Don't waste your time.",0
"A simple and effective film about what life is all about, responding to challenges. It took a lot of gall for Homer and his friends to be able to grow into manhood without falling in the trap of a prefabricated future that runs from father to son, to be a miner in the local mine and never get out of that fate. It took also three different challenges for Homer and his friends to conquer a personal and free future. The challenge of the first ever man-made artificial satellite, Sputnik 1, a Soviet satellite, a milestone in human history, a turning point that Homer and his friends could not miss, did not want to miss. Then the challenge of science and applied mechanics to calculate and to devise a rocket from scratch or rather from what they could gather in books and order in their minds. Finally the challenge of a world that resists and refuses and tries to force you back into the pack, even with an untimely accident that forces you to get back into the pack for plain survival necessity, and even then Homer proved he had the guts to accept the challenge that was blocking for a while his own plans and dreams. But there is another side of the story that the film does not emphasize enough. Homer is the carrier of the project but he is also the carrier of the inspiration he and his friends need. If he is the one who is going to get the university scholarship, because his friends gave him precedence, his friends will also be able to get on their own roads and tracks and step out of the mining fate, thanks to the energy his inspiring example sets in front of their eyes. It is hard at times not to follow the example of the one who is like a beacon on a difficult road. But the film is also effective to show how the father resisted this dream because for him science was not the fabric of a true man, like mining or football. The working class fate that was so present in those 1950s and 1960s and still is present in some areas is too often enforced by the traditional thinking of the father. If the mother does not have the courage to speak up one day, the working class fate I am speaking of becomes a tremendous trap. Here too the film is effective and it should make some parents think. This might have been the fourth challenge Homer had to face: the challenge of taking a road that was not the one pointed at and programmed by his own father.<br /><br />Dr Jacques COULARDEAU, University Paris Dauphine & University Paris 1 Pantheon Sorbonne",1
"I hired out Hybrid on the weekend. What a disappointment! A stupid lame attempt at a tele-movie. The guy they got for the lead was totally weak and when running {he did a lot} looked like he was eating those minty sweets...with his backside! The wolf contacts he wore were great, though I feel the actor relied on them too much, as there was nothing menacing about his acting at all. The wise native American Indian chick has to be one of the most stony hard faced hags ever seen. Talk about a sour cow! She smiled about once for the entire film, and I think that is because she had sex. The sex scene was lame too. They may as well have shown blowing curtains, if you can dig that.<br /><br />Last of all, and this is a big pet hate of mine, on the cover and the DVD menu, the losers digitally drew in cool sharp teeth on the guy. They were nowhere to be seen in the film. :(",0
"<br /><br />When I unsuspectedly rented A Thousand Acres, I thought I was in for an entertaining King Lear story and of course Michelle Pfeiffer was in it, so what could go wrong?<br /><br />Very quickly, however, I realized that this story was about A Thousand Other Things besides just Acres. I started crying and couldn't stop until long after the movie ended. Thank you Jane, Laura and Jocelyn, for bringing us such a wonderfully subtle and compassionate movie! Thank you cast, for being involved and portraying the characters with such depth and gentleness!<br /><br />I recognized the Angry sister; the Runaway sister and the sister in Denial. I recognized the Abusive Husband and why he was there and then the Father, oh oh the Father... all superbly played. I also recognized myself and this movie was an eye-opener, a relief, a chance to face my OWN truth and finally doing something about it. I truly hope A Thousand Acres has had the same effect on some others out there.<br /><br />Since I didn't understand why the cover said the film was about sisters fighting over land -they weren't fighting each other at all- I watched it a second time. Then I was able to see that if one hadn't lived a similar story, one would easily miss the overwhelming undercurrent of dread and fear and the deep bond between the sisters that runs through it all. That is exactly the reason why people in general often overlook the truth about their neighbors for instance.<br /><br />But yet another reason why this movie is so perfect!<br /><br />I don't give a rat's ass (pardon my French) about to what extend the King Lear story is followed. All I know is that I can honestly say: this movie has changed my life.<br /><br />Keep up the good work guys, you CAN and DO make a difference.<br /><br />",1
"If you've ever wondered why they don't make porn with a plot, watch Dream Quest. On the one hand, you have to give the Armstrong credit both for making the effort to capitalize on this idea and for using such a strong adult cast to put some name power behind it. On the other hand, it also quickly becomes apparent why most porns never have more than 15 or 20 seconds of dialog connecting sex scenes together. These people simply cannot act (and the story is, unfortunately, lame to a ridiculous degree).<br /><br />Still, I gave it a 7 because it was a nice try and there didn't seem to be much of an effort to cut corners. Also, I'd like to see more attempts like this one. Maybe someday I will see the perfect combination of porn and plot.",1
"OK...this one's a weirdy....Honestly, I can't tell you all the inner plot-points of THE BEAST, cuz I started losing interest when nothing happened during the first 45 or more minutes - but just wait, it definitely does ""pick up""...<br /><br />The plot involves something about a monster in the woods that some French aristocrat chick screwed back in the day. Eventually you see ""THE BEAST"", which looks like a guy dressed in a giant rat-bear costume with a horse cock attached to it. The scene takes place with the aristocrat woman running around the forest looking for a lost sheep. The sheep ends up dead and the woman gets scared. THE BEAST pops up, rapes the chick and shoots 400 gallons of spunk all over her. Eventually the chick starts to enjoy the beast's ""attention"" which results in some pretty novel simulated sex scenes, including an unnervingly erotic foot masturbation scene where the woman jerks the beast off with her feet while the monster shoots more huge loads everywhere (yeah, I've got a twisted foot-fetish - so sue me....)...The whole film is told in flashbacks and long-winded dialog scenes that tended to be a bit tedious. A ""shocking"" but predictable ending concludes this extremely strange film...<br /><br />THE BEAST is a film that I find kind of hard to rate. The cinematography itself is quite eye-catching and the sets, costumes and locations are elaborate. The plot is a little convoluted and seems to take it self awfully seriously for what ends up being such an unintentionally hilarious film about a chick boning a rat-bear. A good bit of tits, ass, and hairy 70's French bushes to help make up for the dull first half of the film. I have to honestly say, that if it weren't for the graphic scenes of the BEAST spackling all over the willing maiden, this film would have been a real bore - that is unless you like dull dialog and some graphic horse sex (the beginning has a VERY up-close and personal scene of two horses boning, including a pulsating and spunk covered female horse vagina...YUM!!!). But the BEAST sex scene is so strange and such a refreshing change from the rest of the film, that I have to say that those scenes alone make up for what otherwise would have been a real snoozer. I have to recommend this one to anyone who thinks they've seen it all - the BEAST rape really is out-there and something to be witnessed. Also recommended to any fans of 70's/80's sleaze films - this one ranks pretty high with them. Worth a look for you sick rat-bear beastiality lovers out there (like me)...8/10",1
"The first time I had the window of opportunity to see this all but forgotten classic was back in the early 1980's,at one of our art houses as a revival. As I watched this fever dream of an exercise in 1930's sexuality, I thought YOWZA! They got away with murder in Europe back in the day. Unfortunately, this film was heavily cut in it's original U.S. release by the blue nosed Hayes Office (the staunch government censorship board,started by the ""holier than thou"" Bible thumper, Will Hayes...a former Post Office official,if you can believe that),due to it's overall theme of human sexuality (Heaven's forbid humans actually had sex in the 1930's). The plot of Ecstasy concerns a young woman (played by Hedy Lamarr)who marries a much older man,and later regrets it. She (Lamarr)meets a handsome younger man & has an affair with him, resulting in a divorce from previous husband (another no no in Hollywood movies back then---Divorce!). Despite the fact that the film was produced in 1933, it was probably the director's first time working in the sound format (i.e. the film seems to possess techniques that were used mostly in silent films---i.e. 1920's expressionism's). It's still worth searching out for a window into early European talking pictures,along with Luis Bunuels L'Age Dor (1930),and Karl Gustav Dryer's 'Vampyre' (1931). Not rated,but contains that infamous nude swimming scene & some thinly veiled sexual references, which would fare little more than a PG-13 by today's standards (but would have easily landed the dreaded 'X',back in the 30's,if it existed then)",1
"I was having just about the worst day of my life. Then I stumbled on this cute film, watched it, and now I'm ready to go out & kiss a streetlamp.<br /><br />I have to admit, I only watched it for 2 reasons: VERA-ELLEN'S LEGS. But it's really so much more. The plot is actually quite clever and creatively woven. It's almost like a Shakespearean comedy with all of its delightful misunderstandings. And of course there's also... VERA-ELLEN'S LEGS.<br /><br />The only unfortunate aspect of this film is that the version I purchased (the ""100 Family Classics"" collection by Mill Creek Entertainment) doesn't have the best video quality, and I've heard the same about the Alpha release. The brightness and contrast are a bit too high, so a lot of the scenes seem bleached out especially when Vera is dancing in a white dress. But I suppose you can fiddle with the controls of your TV set to compensate. I can only imagine how it looked on the big screen back in '51. The stage sets, costumes & colours are otherwise dazzling & delightfully creepy--sort of in a ""Cabinet of Dr. Caligari"" vein.<br /><br />As far as the romance goes, this is just perfect. Not sappy, not contrived, not melodramatic. Just 100% ahhhhhh. Too bad, you poor schmucks, your miserable lives will never be as charming as this. Har har har. Wait, what am I laughing at? My life sucks just as bad as yours. Oh hell. Time to watch this movie again.",1
"This movie is perfect for all the romantics in the world. John Ritter has never been better and has the best line in the movie! ""Sam"" hits close to home, is lovely to look at and so much fun to play along with. Ben Gazzara was an excellent cast and easy to fall in love with. I'm sure I've met Arthur in my travels somewhere. All around, an excellent choice to pick up any evening.!:-)",1
"Stay Alive has a very similar story to some Asian horror films which include technology on the story.Some of this Asian horror films are One Missed Call,Ringu and Pulse.So,the idea of Stay Alive is very clichÃ©d and obvious but the filmmakers behind it did not know how to put something new or interesting to the clichÃ©s in Stay Alive.This film is totally crap.But a very big crap.All the elements of Stay Alive belong to the worst class of ''horror'' films:shallow characters,nothing of suspense,stupid ''horror'' which makes laugh and light violence.It's easy to note that the ''director'' is incapable to create something original or disturbing.I do not wanna loose more time writing about this pathetic film.I just give you an advice:do not see this film.I really hated it.",0
"Do not watch this movie, go see something else ... I was very disappointed, I cannot rate this movie any better than 3. The acting was quite good and I really liked William Dafoe as the villain, but I cannot see why this movie made it to the big screen. The story was old and has been shown in 100+ other movies and 1000+ TV series/movies. The main problem was basically: Nothing is happening. Take a kidnapping, let the villain make the wife of the kidnapped man deliver the money, make the police look stupid and boring and extend this to 95 minutes, you got your ""Clearing"" movie. The only 2 reasons I did not rate this a 1 was a) Dafoe and b) the ""plan-B-ending"". There are not many endings you can give a kidnapper movie ... 75% of these kind end with ending A, 20% end ending B and 1% ends with something unforeseeable. Boring, boring, boring.",0
"Films such as Chocolat, Beau Travail, and others have propelled French director Claire Denis into the top echelon of the world's most unique and accomplished filmmakers and her 2004 film The Intruder (L'Intrus) adds to the depth of her portfolio. A cinematic poem that conveys a mood of abiding loneliness and loss, the film provides a glimpse into the psyche of a man who is deteriorating physically and mentally and who travels to various parts of the globe seeking redemption and peace but finds it hard to come by. Loosely based on Jean-Luc Nancy's memoir of a heart transplant, The Intruder is a film of such unrelenting opaqueness that even after two viewings it is difficult to describe it in other than subjective, impressionistic terms.<br /><br />Louis Trebor (Michael Subor) is a man in his seventies who is likely dying of a heart condition and who, like the professor in Ingmar Bergman's Wild Strawberries, attempts to come to terms with the mistakes of his life while he has time. It is clear that he is physically rugged and very wealthy but seems emotionally drained and the look on his face is one of quiet resignation. Though we see only one episode of violence, where he gets out of bed in the middle of night to kill an intruder, there is a sinister sense about him. He might be an intelligence officer, a foreign agent, or a hit man.<br /><br />Whatever the case, he apparently is under some kind of surveillance and acts like a man that has been involved in criminal wrongdoing and is only now able to see the consequences. Facial close-ups throughout the movie create a strong sense of isolation. He lives with his dogs in a cabin in the Jura Mountains near the French-Swiss border and has an estranged son Sidney (Gregoire Collin) whom he has long neglected. Sidney lives nearby with his wife Antoinette (Florence Loiret-Caille) and their two children. In one telling scene, he meets up with his father on the street and calls him a lunatic, but that does not prevent him from taking his money.<br /><br />When the film opens, we meet Antoinette, a Swiss border guard, who boards a van with a trained dog to sniff out some contraband. When she comes home, she is greeted by her husband who asks her with tongue-in-cheek if she has ""anything to declare?"" Other than these three individuals, the people and circumstances we see during the rest of the film may exist only in Louis' imagination. Louis has three women in his life and we meet them all in the film's first half hour: a pharmacist (Bambou) who prepares his medication, a neighbor (BÃ©atrice Dalle) who is a dog breeder who refuses to care for his dogs when he goes away on a trip telling him that they are as crazy as he is, and a young Russian organ dealer (Katia Golubeva) who he tells he wants a ""young man's heart"".<br /><br />Relentlessly, she stalks him throughout the film but it is apparently only in his mind. In the last section of the film, Louis travels to South Korea in search of a heart transplant and to Tahiti to deliver a gift to a different son, one whom he has not seen for many years or perhaps has never seen. His heart transplant, however, appears to be a metaphor for a man without a heart, a man whose life has been fascinating but ultimately directionless, intruding into other people's lives with little real empathy. The Intruder contains a haunting guitar soundtrack by Stuart Staples of the band Tindersticks, reminiscent of the guitar riff in Jim Jarmusch's Dead Man, and gorgeous cinematography by Denis regular Agnes Godard.<br /><br />Godard creates memorable images that convey a mood of longing and regret: a heart beating alone in the snow, an infant in a sling looking up at his father for a good two minutes, the baby's expression gradually turning from morose to a half smile, colored streamers blowing from a newly christened ship, a massage in a dark room by a mysterious Korean masseuse, and the vast expanse of ocean seen from a bobbing ship deck. While The Intruder can be frustrating because of its elliptical nature, Denis forces us to respond out of our own experience, to understand the images on the screen on a very personal level. If there is any theme, a hint might be found in the opening that tells us what is revealed piecemeal in the film - ""your worst enemies are hiding, in the shadow, in your heart.""",1
"As I sit back after watching Wong Kar-wai's 1994 movie Ashes of Time Â? more specifically the 2008 re-edit and re-release with the word 'Redux' slapped on the end of the title Â? I wonder what went wrong. I wonder why the film just didn't work out at all. I wonder why the movie failed to score any major points in my book. In particular, what was it about the film which dragged it down, and made it the director's worst film of his career?<br /><br />Well it's not too hard to figure out really. Let me just say that it truly is a shame that Kar-wai so abruptly went down this hell-hole of mediocrity and poorness in moviedom, especially considering the fact that in the same year he released Chungking Express, one of his enduring legacies and an absolutely sublime film. So Â? what went wrong? It would be suitable to consider Ashes of Time as somewhat of an experimental film. Our director essentially places his own inimitable style of film-making and places it in an entirely different setting, mood and atmosphere; what results is a catastrophic film which is all over the place and simply does not work out. Hence, it would be even wiser to call Ashes of Time a failed experiment. Bold, audacious and innovative, but a failure nonetheless.<br /><br />Let me elaborate. Those who have seen the films of Mr. Kar-wai, a Hong Kong-born film auteur who's made his mark on the art-house world since his debut in the late-80's, will know that there is an overriding aesthetic which binds all of his movies together; essentially and frankly speaking, they're all colourful, thought-provoking, amiable, subtly humorous and meaningful evocations of life, love and loss. The same formula is transposed into Ashes of Time; however, the regular setting of Hong Kong is ridden of, and in its stead we're placed into the setting of ancient China, and the land of the legendary martial arts warriors and clansmen.<br /><br />Intertwined into this quasi-adventure/historical caper is the typical Kar-wai love story, this time involving an elegiac hit-man who has moved to the middle of the desert, and is carrying out contract killings. However, I must stop myself there; description of characters is a useless thing to do. Why? Because not a single character in Ashes of Time is worth mentioning or nothing. What a bland cast, and what a waste of talent (the case of Ashes of Time contains nearly all regular Kar-wai collaborators).<br /><br />Not only that, but the film is essentially endless incessant rambling in a horrendous, almost non-existent narrative structure. One of the main reasons why detractors of Ashes of Time berate it is because it seems to possess no plot whatsoever, let alone a semblance or an indication of one. You can definitely see what they're getting at, even from the first two, three minutes, maybe less, of the film. Perhaps it's just the atypical setting of ancient China which is unaccustomed and inappropriate for Kar-wai's typical film-making style. I like to think, however unfortunate it may be, that Mr. Kar-wai just stuffed up big time here.<br /><br />One thing that a reviewer can actually compliment in Ashes of Time, albeit said compliment being starkly isolated, is another director trademark Â? wonderful, colourful and blissful aesthetics. What joyous colour is composed on-screen, what glorious textures are painted for us, and what breathtaking landscapes and imagery are captured for us throughout the entire movie. We can at least take this as a sign that Wong Kar-wai is still there at heart, and it's just the film which is so atypical, and buries his usually commendable nuance. Although the visuals aren't enough for us to fully absolve Kar-wai for this disastrous venture, they're enough to make the film worthwhile Â? and at least we don't walk out of the movie in a completely and totally cantankerous mood, now that there's something we can think of nicely.<br /><br />The film is essentially a 'wuxia art' film, following in the style of, say, legendary Japanese filmmaker Akira Kurosawa. However, one thing differentiates Kar-wai's film from Kurosawa's best, and that's that in the Japanese director's films everything gels together and simply works. In Ashes of Time, nothing seems to work. Kar-wai's attempt to make a genuinely profound wuxia film, let alone an intellectual and provocative movie in general terms, is a futile endeavour.<br /><br />Kar-wai claims that making Ashes of Time exhausted him, and that he needed time to clear his head. It must've certainly been a fatiguing effort on his behalf, as his exertions are embodied in the film and transferred to us directly Â? I mean, just watching the film is an exhausting effort, and now I need time to clear my head of this unpleasant movie-going experience.",0
"Maybe it's just because I have an intense fear of hospitals and medical stuff, but this one got under my skin (pardon the pun). This piece is brave, not afraid to go over the top and as satisfying as they come in terms of revenge movies. Not only did I find myself feeling lots of hatred for the screwer and lots of sympathy towards the ""screwee"", I felt myself cringe and feel pangs of disgust at certain junctures which is really a rare and delightful thing for a somewhat jaded horror viewer like myself. Some parts are very reminiscant of ""Hellraiser"", but come off as tribute rather than imitation. It's a heavy handed piece that does not offer the viewer much to consider, but I enjoy being assaulted by a film once and awhile. This piece brings it and doesn't appologize. I liked this one a lot. Do NOT watch whilst eating pudding.",1
