Unnamed: 0,type,review,label,file
24489,test,"This almost perfect cinematic rendition of Edith Nesbit's popular children's novel follows the lives of Roberta (Bobbie), Phyllis, and Peter, and their mother, after their father is unfairly accused of treason and sent to prison. They go to live in an almost uninhabitable house in the country which stands near a railway line Â? mum writes stories to make enough money for food and candles, while the children spend much of their time around the railway station and, specifically, waving to one particular train to 'send their love to father'.<br /><br />Always an involving and clever novel, the characters are here brought to life under the perceptive direction of Lionel Jeffries (better known as a fine character actor). Jenny Agutter plays Bobbie, while Sally Thomsett and Gary Warren are her sister and brother. Their mother is Dinah Sheridan, while the other memorable characters are played by Bernard Cribbins (Perks the railway-man) and William Mervyn (the old gentleman on the train).<br /><br />'The Railway Children' is gentle entertainment from another age, but does its job beautifully. As we watch Bobbie grow up with the worries of an absent parent jostling against her own needs both to be alone and to have fun, we can only rejoice when events come together at the close of the picture. Throughout we have a sense of time and place Â? be it from the steam trains, the university paper chase, or the red flannelette petticoats worn by the girls (and used to avert disaster!).",pos,9541_8.txt
1525,test,"I gave it a rating of 3 out of 10.<br /><br />And what's sad is, I made a point of looking up the movie schedule for that channel so I wouldn't miss seeing it. I wanted to watch this film because it is based on a book by one of my favorite authors, Barbara Wilson. As a lesbian, I expected to love this film.<br /><br />I don't know how Ms. Wilson felt about the film, but I found it a major disappointment.<br /><br />It should have been intriguing - it was a mystery - set in Spain, and the main character, Cassandra, is a language translator who gets contacted by a mysterious, beautiful woman who offers Cassandra a great deal of money to locate her ex-husband, Ben.<br /><br />There are secrets galore revealed, but for some reason it just didn't matter. It was like, oh, so what. I could not get involved with these characters or come to care about them, or feel for them. I couldn't even identify with these characters.<br /><br />I think a large part of the film's failure was the actress playing the main character. She looked old, tired, worn out, and as dull as dishwater. Her hair was a perpetual mess, her baggy clothes were boring, and she just was not appealing or interesting.<br /><br />The best part of the film was getting to hear a Dean Martin recording, but even that was ruined by the weird make-up worn by the man who was dancing and lip-synching to the song. Believe me - it was nothing like getting to see the suavely handsome Mr. Martin performing it.<br /><br />The ending is so syrupy you'll wish you had some pancakes to go with the syrup.<br /><br />",neg,11373_3.txt
79271,train,"Sometimes, as in the case of actress/writer Nia Vardalos, it pays to have good friends such as Tom Hanks and Rita Wilson. They were instrumental in backing her projects, that paid big, as was the case with ""My Big Fat Greek Wedding"", which the actress wrote and starred in 2002. Alas, not having any doubts about her hidden talents, her latest film will not add anything to her resume.<br /><br />""My Life in Ruins"", directed by Daniel Petrie, is a movie full of clichÃ©s. Written for the screen by Mike Reiss, who has worked a lot on television. This film is a rehash of other movies that capitalized on being travelogues where the action is placed as an after thought. Usually, the plot involves different characters from different walks of life, sharing some moments in a bus, a train, or a jet liner, where the scenery is more important than what is happening within the film.<br /><br />We are grateful we watched the film on a flight and didn't have to pay. This film is full of stereotypes with a minimum amount of laughs. Curiously, some of the exteriors that appear in the film are actually of sunny Spain instead of the Greek locations one assumed were used.",unsup,36345_0.txt
34985,train,"The movie was ""OK"". Not bad, not good, just OK. If there was anything else in the theater this would be skipped by far. Sadly, Fast and Furious 2 also stunk, but I'd rather see this than FF2. :) If you have a fetish for harrison ford or that other young punk, this will be a ""cute"" movie for you. Personally, I'd wait for HBO or Blockbuster.",neg,7738_4.txt
48440,train,"At first glance, this film looks like the Keifer Sutherland series 24 for the big screen. With the focus on a plot to assassinate the President of the United States, a race against time, and plenty of Secret Service agents, the agency under the spotlight in The Sentinel.<br /><br />But wait, the protagonist turns out to be Michael Douglas' character Pete Garrison instead, a veteran Secret Service agent famed for taking the bullet for Reagan in 1981. The SS agents are specially trained to ""take the bullet"", which is what makes them special - who in the right mind will put themselves in the line of a bullet and a target? But Garrison gets implicated in the assassination plot, and has to run for his life while at the same time doing his bit of investigations into the plot. All this because of his failure in a polygraph test, due to his adulterous banging of the First Lady (Kim Basinger). Tsk.<br /><br />There are shades of Clint Eastwood's In the Line of Fire. Both featured aging actors, and aging veteran has-been heroes with a bit of a historical reference, who took the bullet in their respective tours of duty. While Eastwood's movie has a more enigmatic villain in John Malkovich, The Sentinel suffered from its lack of a central strong villain, preferring to share the assassination responsibility amongst many forgettable ex-KGB villains, and the mole within the Presidential Detail. With Douglas on the run from the law, he becomes similar to Dr. Richard Kimble of The Fugitive, hunting the proverbial one-armed man while at the same time, relying on his smarts to outwit fellow agents, which turned out to be quite interesting to watch - despite slick processes, it still boils down to the performance and gullibility of individual agents.<br /><br />Keifer Sutherland and Eva Longoria, top TV stars of today from 24 and Desperate Housewives, get relegated into support roles as the Secret Service investigators who are looking into Garrison's probable involvement in the assassination plot, and at times seem to have lept off the pages of CSI with their forensics skills. The beautiful couple had chemistry that could have resembled X-Files' Fox Mulder and Dana Scully, but alas these two had very little to do here. We know the reason why they're in the movie, and that is to get their fans into the theatres. Also, Longoria's role seemed unable to shake off her sexy-mama Gabrielle, and here, has her in fairly low cut blouses (Sutherland actually tells her to cover up) and tight pants (ogle-fest for fellow agents).<br /><br />Nonetheless, it's still a pretty interesting look into the lives of probably the most highly charged and tense protection detail in the world, and the typical threats that they face daily, including the following up on every nutcase's threat on the life of the most powerful man in the world. It's a decent suspense and investigative thriller, with enough subplots to keep you entertained. But one thing though, like most ending action sequences, this one has a big enough loophole for you to fly a jumbo jet through.",pos,8598_7.txt
16691,test,"This movie has an outstanding acting, by Marilia PÃªra, and a stunning dicretcion by the argentine Hector Babenco. This is, in my opinion, the best Brazilian movie ever made. The movie was filmed with child from the 'favelas' , the brazilian ghetos. The children weren't actors and were casted by Babenco in the city of Rio de Janeiro. The story is about the criminal children that are arrested in the correctional prison, that looks much worse than Alcatraz. The children are constantly raped and beaten by the policeman. Unfortunately this is not purely fiction, in Brazil it does happen till today. A must see for those who like violent movies. But take your mother off the room, because it is a hard movie.",pos,2522_10.txt
82215,train,"I had heard about this film and that it was supposed to be a comedy and an alternate history. I'm fairly open minded and don't like to judge a book by its cover...or by other people's review of the book...so I decided to get the movie from Netflix and check it out for myself.<br /><br />Now Mr. Willmott is a professor of film at the University of Kansas in Lawrence. With this knowledge I expected an interesting piece of work...well, I guess you could say interesting if you were really stretching for a definition in this case.<br /><br />If this is an example of what a film professor is teaching his students...I pity his pupils. Willmott can't make a good film to save his life. At this point, I'm not speaking of the content, I'm speaking of the directorial style...or lack there of. The movie was poorly made. I've seen better fan films made with VHS.<br /><br />Now, on to historical accuracy...or inaccuracy.<br /><br />Willmott is full of crap. I don't know where he gets off making a film like this. Comedy? I think not. It takes a lot to get me riled up but this film hit all the right buttons.<br /><br />I'm a Southerner first of all and I don't appreciate the gross inaccuracies that Willmott made in this film. Yeah, I know it is supposed to be fiction, but blatant lies and obvious racism on his part do nothing to make our country better. On the contrary, it makes the situation worse by filling peoples heads with blatant mis-reporting of history and human attitudes towards slavery.<br /><br />Don't even get me started on him attributing the slash and burn policy of Sherman to Genereal Lee...and also his gross misrepresentation of George Washington.<br /><br />His assertion in the film is that if the South would have won the War of Northern Aggression (AKA the American Civil War) that we (as a nation) would still be condoning slavery...not out of a need for inexpensive labor (which is a fallacy in its self), but out of a sentiment for the ways of the Old South. Slaves weren't cheap in the 1860's...hell, they never were...but if you take his perspective on slavery you'd be lead to believe that everyone below the Mason-Dixon line had 3 or 4 slaves to take care of a 3 bedroom ranch home.<br /><br />Additionally, his idea of a Slave Shopping Network on cable TV is not laughable, but is totally absurd. To make it even more atrocious, his speculation of a Confederate peace pact with Nazi Germany is even more nonsensical.<br /><br />This man may have studied film, but he is no student of history...and is obviously no scholar on human behavior, technology's influence on the American Industrial Revolution or other issues that would have caused the natural extinction of slavery in the US...even without the War of Northern Aggression. He also fails to note that the Confederate Constitution itself outlawed the slave trade in the confederacy.<br /><br />Willmott's overlapping of the institution of slavery and the ideas of racism just add to the confusion and lies propagated by this ""work"". This film does nothing to heal the wounds of racism...it merely rubs salt in them and undoes much good that has been done by much better men such as MLK Jr. and others who strived and died to help make our country a better place than it has been in the past.<br /><br />Please Mr. Willmott...step away from the camera. You are dangerous.",unsup,38996_0.txt
97112,train,"This is the story of Ferrari, his personal life and the way he started as a racing driver and then founded the Ferrari company.<br /><br />Yes, this story is about the famous Ferrari sports cars, about the men himself who made Ferrari what it is today.<br /><br />In the movie we see the old Enzo Ferrari tells the story of his life, his women, his children and the people he worked with.<br /><br />This movie is pretty good, just a bit too long at some parts.<br /><br />I'm a bit troubled with the way it ended, they should have done the ending more clear.<br /><br />Watch it if you like the Ferrari cars.",unsup,7401_0.txt
79342,train,"I'm not sure how to describe this very long sci-fi fantasy. It rips off everything: The Mummy, Stargate, a dash of Star Wars, and of course a huge helping of Indiana Jones. It even has a Satanic secret society of super-villains whose whole ""raison d'etre"" is to take over the world and rule it with the usual iron fist. Casper Van Dein is clearly playing a younger Indiana Jones, complete with a professorship, a brown fedora, and a whip. Although the date of the setting implies he's a younger, alternate Indy in another, more fantastical universe, he doesn't quite cut it. Unfortunately for him, he's not Harrison Ford. He's not even Brendon Frasier, that other Indy-like action hero of archaeology and ancient legends. One clichÃ© after another, not a single original concept. And at the same time, I found myself enjoying it enough to sit through all three hours of it. It is just escapist fantasy, and there's nothing wrong with that. Sometimes a little nonsense doesn't hurt.",unsup,36409_0.txt
64633,train,"I came across this film by chance as I was channel surfing during a lazy day at home. I sat down to watch it thinking it was simply an average, not-terrible-but-not-fantastic movie. After the first half an hour, I was pleasantly surprised at the fact that the film was actually NOT 'just another movie'.<br /><br />This film demonstrates how a dedicated director, stellar acting by talented individuals and beautifully written screenplay can transform a movie into an extremely enjoyable viewing experience.<br /><br />This movie evoked a lot laughs from me and left me glued to the television. It's not a big-budget film but I can honestly say that this film easily tramples other similar movies. This proves that you don't need deep pockets and mass promotions to create a classic.<br /><br />For those film junkies like me out there, I HIGHLY recommend watching this. It fuses dramatic comedy with hints of romance and generally a feel-good experience. I salute John Jeffcoat for such a very beautiful film. Josh Hamilton, Ayesha Darker and all the other cast members from India blew me away with their exemplary performance. You will see no famous faces here but let me warn you, this is definitely a film that will leave you with warmth and all-around fuzziness with its unique flavor.<br /><br />Excellent pacing, inspiring storyline and a catchy soundtrack mold this film into one of those you'll be sharing with your friends while having a good laugh here and there.<br /><br />Two thumbs up! Well done, guys! THIS is the sort of film Hollywood should pay more attention too. Films such as this deserve more exposure and the spotlight should be concentrated on the talented actors/actresses involved.",unsup,23170_0.txt
4683,test,"No matter what you've heard, ""Fame"" is not a good movie. It's not worth the investment of over two hours to watch stereotypically troubled teens dancing, singing, learning, and staring at girls in the dressing rooms.<br /><br />Every clichÃ© finds a cozy little home in this movie. There's a gay teenager looking for acceptance. That would have been great if it had been treated as anything more than a secondary plot point. There's a ghetto kid who has too much attitude-- what, was I surprised? And guess what? They all want to become big stars, finding fame and fortune, and they'd all be willing to crawl over their own mothers' smoking corpses to get it.<br /><br />Oddly enough, this film is remembered for its music. But in actuality, the only moderately good song is ""Hot Lunch Jam,"" which is still too cheesy to be of any real quality. The two most popular songs are nothing, either. ""Fame"" is meaningless fluff drowned out by the sheer spectacle of a massive dancing-in-the-streets scene. And ""I Sing the Body Electric"" (what in Bubba's name does that even mean?!?!?!?!?) is just an incomprehensible joke.<br /><br />Bad acting, tasteless dialog, and hack direction (it is, after all, from the director of ""Evita"") are only marginally helped by Michael Seresin's appropriately ordinary camera work. But cinematography alone cannot carry a movie, especially one as uninspiring and pointless as this.",neg,2966_2.txt
82553,train,"a fitting end to a funny yet dramatic trilogy. nowhere is the least serious of the three, and yet the ending was saddening. an all star cast, featuring sexy heather graham, carried this movie to greatness. director araki concentrates (as always) on backgrounds-especially colors, so be sure to take in the different surroundings while viewing this. one should also have a sense of humor as all kinds of teens are bashed with the witty araki trademark dialogue. dark is a true anti hero and while i personally believe the doom generation is the better film, james duvall's role as dark here has much more depth than the dopey jordan in tdg. enjoy it and laugh a little, can't you take a joke?",unsup,3929_0.txt
51008,train,"""In the 1980's the horror writing genius and self confessed ""sooth"" Garth Marenghi penned a ground-breaking series of tele-plays. Of the 64 episodes written, only 50 managed to make it into production during the two-month filming. Marenghi's aim was simple: ""To change the evolutionary course of mankind over a series of half-hour episodes"". However, Merenghi claims that his series was too ground-breaking, and too shocking for the public, and for the past twenty years direct government intervention prevented the shows from ever seeing the light of day. That is, until now. Channel 4 (and E4) are now for the first time running six episodes from the series, and Garth Marenghi has said he is willing to be personally held accountable to God for the consequences.""<br /><br />Garth Marenghi's Dark Place is a spoof of all horror films, tv and action tv from the 80's. Its set up as if the series was made in the 80's and was banned and is now eventually being shown. Throughout the episodes we get to see the cast and crew's comments on the episode's scenes. This is the best comedy since the office.<br /><br />9/10 (and I've only seen 3 episodes from the first series so far)<br /><br />""the pube on the pipe idea came from a real life situation"" Garth Marenghi",unsup,10908_0.txt
490,test,"The recent release of ""Mad Dog Morgan"" on Troma DVD is disappointing.This appears to be a censored print for television viewing. Some of the more violent scenes have been edited and portions of the colorful language have been removed. Anyone who viewed the film uncut will be mad as hell at this toxic DVD version. ""Mad Dog Morgan"" deserves to be released on DVD in the original theatrical cut. However, even as released on DVD, the film is still one of the better depictions of bushranger life in nineteenth century Australia. After having toured the Old Melbourne Gaol, with death masks of convicts on display, it is ""Mad Dog Morgan"" that comes to mind.",neg,10441_4.txt
68963,train,"A man writing for the newspaper get a phone call by a murderer that wants him to write about the murderer and make him famous with his killings. To make that happen, he gives the reporter clues about his next killings. The problem is the reporter turns out to be a bigger star than the murderer, and the murderer doesn't like that.It's suppose to be his big breakthrough. He has to do something about it to turn it the other way, by chasing the girlfriend of the reporter.<br /><br />This is nothing new. A killer chasing someone's girlfriend to get even. How many times haven't we seen that? You won't get surprised and you'll guess how the whole thing is gonna end. I'm sure the book is better.",unsup,27068_0.txt
56834,train,"I walked in to the third act of a three-act play. Unfortunately, I have not seen Candyman 1 and 2, so I have to judge this on it's own merits.<br /><br />Tony Todd makes a good villain. I was interested in seeing him after watching him with a group discussing horror movies the other day. I like Candyman and will certainly look for the other two.<br /><br />This was my first time seeing Donna D'Errico, and it was painless. She didn't have a great role, as she spent most of the time screaming and running, but she did OK. Apparently you have to watch Playboy videos to see all her assets, but they were impressive jiggling in beater tees here. At least mommy wasn't so repressed.<br /><br />Worth watching, but probably better as the end of a trilogy instead of the beginning. Have to get the other two parts.",unsup,16151_0.txt
52537,train,"Although this film is set in 18th century Sweden and was produced in that country by Victor SjÃ¶strÃ¶m, it unfolds very much like the sort of dark, gritty Westerns William S. Hart was making concurrently in California. With only minor alterations in detail BERG-EJVIND OCH HANS HUSTRU (known as ""The Outlaw and His Wife"" in America) could have been a characteristic Bill Hart scenario, one that could have been remade in the 1950s by Anthony Mann as one of his brooding ""adult"" Westerns. Key story elements will certainly feel familiar to fans of the genre. The plot concerns a stranger with a possibly criminal past who arrives in an isolated community, where he lands a job as a laborer on a farm owned by a wealthy widow. The widow has spurned the advances of the local bailiff, whom she despises, but she is quickly drawn to her new employee despite the disturbing rumors about his background. The relationship between the widow and the stranger blossoms at a harvest celebration, but at the height of the party he is confronted by the bailiff with accusations and forced to defend his honor. We later learn that, like Hugo's Jean Valjean, he stole only to feed his starving family, later escaped from confinement, and has been persecuted ever since. Soon after, with the law hot on his heels, the outlaw and the widow throw in their lot together and head for the hills, where an eventual confrontation between the outlaw and the bailiff ends in death.<br /><br />There are no saloons or cowboy hats here; where clothing is concerned the quaint costumes of this film may remind American viewers of the earliest settlers of New England. But whatever the time period or setting we can appreciate the elemental struggle of a wronged man to attain justice in an unjust world. And as in the great Westerns of Hart, Thomas Ince, John Ford, etc., natural landscapes are used to full advantage, especially in the mountain scenes. What makes Victor SjÃ¶strÃ¶m's film specifically Scandinavian is a sense of fatalism bordering on the mystical: we're told that no matter how fast a man can run, he can't escape his fate, and that is certainly the crux of the matter where the ""outlaw"" Berg-Ejvind is concerned. SjÃ¶strÃ¶m himself played this part in the stage version of this material and repeated it in the movie, while the role of the widow Halla was taken by his real-life spouse, Edith Erastoff. Their relationship is the heart of the story. In their early scenes together it's implied that the outlaw may be taking advantage of the widow to gain her property. A servant girl who works on the farm, younger and prettier than her mistress, taunts the newcomer that he would respond to her differently if she were the owner. But it gradually becomes clear that the outlaw's love for the widow is passionately sincere (which may surprise some viewers in light of Halla's rather matronly appearance). When they take to the hills together they do so in full knowledge that she's giving up her property and that they'll have to live like vagrants, but they do so happily. Halla's philosophy is that love is the only law that matters, and this theme, like Berg-Ejvind's belief about fate, is fully demonstrated in the film's tragic final act.<br /><br />This movie was the follow-up to SjÃ¶strÃ¶m's 1917 breakthrough feature, TERJE VIGEN, which first gained him international attention. Personally, I prefer the simpler plot and tighter pacing of the earlier film. For me, BERG-EJVIND OCH HANS HUSTRU would have been more effective if the story had unfolded in a shorter span of time. When we're told that the outlaw and his wife have been living in the mountains for years-- long enough to deliver and raise a baby who appears to be about three years old --then discover that they're still in the vicinity of Halla's former property, our credulity is strained. Why haven't they been caught by now? Why does it take the bailiff so many years to track them down? And then, when they're cornered, Halla's sudden sacrifice of their child was inexplicable to me. We might accept this sort of action in an ancient legend or biblical tale, but not in a basically realistic story of this sort. Still, the final scenes have an undeniable (though depressing) impact. I can see why this film enhanced its director's growing stature as a top-flight director.<br /><br />Scholars and silent film buffs will want to see this drama, and will likely appreciate it. But be forewarned: BERG-EJVIND OCH HANS HUSTRU is impressive, but it's not a feel-good experience.",unsup,12284_0.txt
39837,train,"I have never seen a Barbara Steele movie that I haven't liked, and have always been a sucker for a good haunted-house story (especially for such wonderful pictures as ""The Legend of Hell House"" and the original versions of ""The Haunting"" and ""House on Haunted Hill""), so I had a feeling that ""Castle of Blood"" would be right up my alley. And boy, was it ever! This French-Italian coproduction, while perhaps not the classic that Steele's first horror film, ""Black Sunday,"" remains to this day, is nevertheless an extremely atmospheric, chilling entry in the spook genre. Filmed in black and white, it manages to convey a genuinely creepy miasma. The film concerns a journalist who bets one Lord Blackwood and an author named Edgar Allen Poe that he can spend the night in Blackwood's castle on the night of All Saints Day, when the spirits of those killed in the castle reenact their fate. The viewer gets to see these deaths, and they ARE pretty horrible, for the most part. The film does indeed send shivers up the viewer's spine, and in the uncut DVD that I just watched--thanks to the fine folks at Synapse--even features a surprising topless scene and some mild lesbianism! And Barbara is wonderful in this movie; her otherworldly beauty is put to good advantage playing a sympathetic spectre. Her mere presence turns a creepy ghost story into something truly memorable. Not for nothing has she been called ""The Queen of Horror.""",pos,12103_7.txt
41884,train,"Nothing revolutionary here; just impeccably elegant, restrained cinema.<br /><br />GARDE A VUE is confined almost exclusively to a drab police station, and mostly to one interrogation room, but director Claude Miller (who made the wonderful film THIS SWEET SICKNESS, among others) intercalates spare glimpses of exterior tableaux as minimalist locale scenography. Miller's restraint, especially early on, is breathtaking, and his exquisite handling of the consequently-pivotal interior mise-en-scene makes for captivating viewing.<br /><br />Lino Ventura is superb as usual, succeeding to legitimize a character that, on paper, is cliche: the laconic, hard-nosed, world-weary homicide detective. Ventura lives the role, making it completely believable, even though the script allows us little access to his inner workings; the film ends at the very moment it appears he will be forced to confront his failure for the first time.<br /><br />Michel Serrault is equal to the task as the suspected child-killer who shrewdly spars with the single-minded flic. The exchanges between the two are more-often-than-not pregnant with tension and the aura of a constantly metamorphosing playing field for a battle of wits. Serrault's character is by turns deplorably haughty and cunning, and pitiable; then later....<br /><br />The ""message"" of GARDE A VUE, if one were to search for one, is a condemnation of police methodology and the kind of pressures that make a cop over-zealous to, if necessary, close cases at the expense of justice. For most of its length though the film shines as nothing more than an exemplar of how to turn a potentially soporific set-bound scenario into a suspenseful drama of the utmost cinematic economy.<br /><br />",pos,2697_9.txt
74933,train,"Too bad I can not assign a 0.<br /><br />This mind-bending garbage has Loni Anderson, Dom Deluise, and Jennifer Love Hewitt in a steaming pile of a kids movie. The pitch was clearly ""ET meets Gremlins, but without the scary gremlins."" They even stole the scene where ET flies in front of a full moon.<br /><br />Munchie is ancient, grants wishes, but doesn't really do anything cool besides fly a pizza into the kids room when he is denied dinner. Loni Anderson shows off fine plastic surgery work, there is the requisite mad scientist neighbor, and the evil stepdad figure and ""i wish my dead dad was here to see this"" type writing.<br /><br />What I love about this movie is that there are all these C-List actors in what is just a totally botched Z-grade kids movie. The writing is terrible, the puppet is literally a teddy ruxpin rip off with no facial expressions, mouth that just opens and closes, and eyes that only move horizontally. Mystery Science would have had a field day with this vomit. Truly terrible.",unsup,32440_0.txt
69379,train,"Paramout Pictures wanted something from their cartoon supplier Max Fleischer Studios to follow up Disney's success with Snow White. Paramount financed a state of the art animation studio in Miami Flordia so the Fleischer brothers could complete this ambitious undertaking.<br /><br />Max and Dave Fleischer augmented their original New York City staff by over 400 employees to achieve the results Paramount wanted so badly. Did the Fleischer brothers succeed? That, to this day, is a matter of subjective conjecture.<br /><br />Gulliver's Travels is by any standard of animated film techinique a rare gem. The story may not adhere to the book as closely as purists would have wanted, but in the realm of animated cartoons it stands proud.<br /><br />The background artwork is stunningly detailed with rich colors, captured by the three strip Technicolor process. The rotoscoping of the title character is flawless. The painstaking animation of the supporting cast is 100% Fleischer comic whimsy, done this time to the most meticulous standards as yet undertaken by the Fleischers.<br /><br />I would recommend this feature to anyone who appreciates the time and money it took to hand draw this flight into fantasy, both from an enjoyment standard and from a historical look at what the Fleischer staff could accomplish.<br /><br />The film is beautiful, the score regal, and the overall effect spellbinding. See it, hear it, cheer it!",unsup,27442_0.txt
29443,train,"There seems to be little in the way of middle ground where Watch On the Rhine is concerned. One either likes it very much, applauding its sincerity, its liberal point of view and fine acting, or else loathes its obvious propaganda, mediocre dialogue, cardboard characters and overall tendentiousness. I fall very much in the latter category, and found the film and play,--concerning the activities of European refugees in Washington during wartime--a crushing bore, worthwhile mostly for the acting, and even then only intermittently. That author Lillian Hellman was on the side of the angels is irrelevant. Her plays were written for people who shared her point of view, and she seldom explored ideas that weren't already held by the author and audience except to point out how dreadful the ""other side"" is. Even when I find myself in one hundred percent agreement with what she has to say,--as in Rhine--I still can't stand the way she says it. Her characters are unreal, and while her ear for dialogue shows a certain facility for the way people talk she possesses no real brilliance or originality. She really had nothing new to say. I thoroughly agree with the late Mary McCarthy's long overdue dismantling of Hellman reputation some years ago. For those who think the theatre is dead or in extremis and yearn for the good old days, I urge a peek at Watch On the Rhine, as bad in its way as Angels In America, which only goes to show that the theatre had one foot in the grave sixty years ago.",neg,274_2.txt
24867,test,"This movie is well made, it is beautiful and wise. It is heart-warming. It is great. And again it shows how great Peter Falk is... he is fantastic and he even gets better, the older he gets! Thank you, Peter Falk! Thank you very much for this gem of a movie! <br /><br />This movie entertains. There is lot of wisdom in this movie. There is lot of humor in this movie. There is life in this movie... and meaning. This movie shows, how life can be.<br /><br />Peter Falk is in that movie. He is just great! Where is the Oscar for Peter Falk? He deserves it so very much.<br /><br />Peter Falk just turned 80. I do sincerely hope that there will be more movies!<br /><br />Walter J. Langbein",pos,9882_10.txt
16779,test,Once again Elmer is faced with the dilemma of who to shoot. Bugs of Daffy. He's unsure of what season it is and Bunny and Duck arguing help matters not. Though Bugs proves he's the smartest once more by repeatedly using reverse psychology on Daffy in increasingly subtle ways. And when that runs out he does his trademark cross-dressing thingy. Daffy freaks out and demands the bunny be shot. Though Elmer is too stupid he is hopelessly in love with the girl bunny thing. Elmer really is to blame for all this. If he weren't so dumb he'd know it REALLY is duck season and just blast Daffy. But poor old Daff can't believe the utter preposterousness of the situation. His cruel plans of misdirection have been foiled by Elmer's dumbness. Daffy is so shocked that he even goes home with Elmer to be blasted in his living room.<br /><br />Poor Daff. He rules!,pos,2601_10.txt
10094,test,"The Story: Alain, a French policeman, is shocked to discover that he had a twin brother when his body is found in Nice. Investigating the murder, he finds out that he was in possession of a list that details the deeds of the Russian Mafia. Helped by his brother's girlfriend, Alain dodges Russian gangsters & corrupt FBI agents while trying to find the list.<br /><br />""Maximum Risk"" is another one of the long list of action films that feature Jean-Claude Van Damme. As far as things go, it is strictly formulaic. The script sticks to the clichÃ©s & the acting is mediocre. There are some nicely done action sequences, with an inventive car chase, a fight in a burning building, an escape through rooftops, a brutal fight in an elevator & JCVD fleeing his enemies over an elevated train line. Director Ringo Lam keeps everything going at a reasonable pace.",neg,7836_4.txt
75631,train,Director Avati can come up with a good ghoulish scenario like he did with MACABRO but this film is a real dud. A good synthesizer score cannot make up for the fact that this anemic horror film is dull as the dirt the dead rise out of. It's no wonder that Avati went on to make art films after this. Avati knows how to build up suspense but there's no payoff here. Plus the film has the bland look of something that was made for television.,unsup,33069_0.txt
4085,test,"OK from the point of view of an American, who i assume do not know much about rugby this would be an amazing film for them.First of all its got heart, good morals the typical good coach trying to change the bad boy. HOWEVER to us where I come from rugby is the number one sport, it is a way of life it is a game played only by the bravest and the victorious are hailed like heroes as though Americans do for their baseball/basketball stars. Am not really sure if it was the cheap budget or the maybe the director or actors knew very little about rugby and being a rugby fan my whole life i can see than some of the actors didn't even knew rugby existed before acting in this movie. In summing up to me this movie was terrible. If you watch it and thought it was great please make time to go online and maybe Google ""All Blacks"" this is new Zealand's national team and the ones who made the haka famous. Believe me they will make the Highlands boys look like school girls.",neg,2427_1.txt
80452,train,"Of course, ""Flatley"" is already not exactly the ideal name for a dancer, but I think Michael is really pushing the irony envelope with this new title: ""Feet of Flames"" <br /><br />One really can't resist recommending Desenex Foot Spray to the retiring (and clearly, ailing) Flatley.<br /><br />I might add that, much like that cheering London crowd (per review below), I too am enthusiastic about this being his last live performance.<br /><br />""Hinting that it may be his last live performance, Flatley is cheered on by an enthusiastic London crowd."" ~ Perry Seibert, All Movie Guide",unsup,37408_0.txt
53508,train,"When I saw the previews for this program I thought it was going to be stupid. Boy was I wrong.... I like sci-fi, but this was so brilliantly written I think someone who wasn't into sci-fi would've enjoyed it. For as long as the series lasted, it kept me on the edge of my seat the whole time. The characters were well developed and added substance to the story.The only think I can say negative about this series is that it left a lot of questions unanswered (or maybe I just didn't pay closed enough attention, if someone has the answers to the following questions please send me a text) 1. What happened in the room specifically??? 2. The guy who became the profit and the black lady who was after him... that story line just stopped abruptly 3. Where was the girl???",unsup,13158_0.txt
54811,train,"this film is hard to resist, I watch it like 24/7 it's an amazing even though the plot is thin, the animation and the cast were the best part of the film, this film is like greatest film ever because of how realistic it looks real including the meteor crash, even though if a remake was being made they had to thicken the plot a bit but still keep the magic this film holds and also add a bit more cast members because their were like only 10 real characters that actually spoke words when the rest were just roars and grunts, so adding more characters would be great, also when i watch this i forget the fact it's a Disney film because of the little amount violence and the fact there is no songs because that would make it quite a silly film so i'am glad that they put any songs on.",unsup,14330_0.txt
62054,train,"Probably the best film adaptation of a Steinbach novel that Hollywood ever managed. East of Eden doesn't make it since Kazan used less than a third of a towering novel.<br /><br />Of Mice and Men is a profoundly moving story of people caring for each other during a very difficult time in American history. Lon Chaney, Jr. does the best work of his career in a deceptively demanding role. The one sour note is the bewilderingly hammy performance by Betty Field.",unsup,2084_0.txt
77415,train,"With people like Rodney Dangerfield as ""the Rodfather"" and Dom DeLuise as ""The Oddfather"" I had hopes for this one...dashed immediately the actors started flapping their gums. Who wrote this script? It stinks! And the director couldn't direct traffic. Some good set-ups that fall apart, horrible gags -- it's a spoof that doesn't work at all. Why was this movie made? Compared to this, ""Mafia"" is actually a fine film (and I hated it when it came out!) I would suspect that the sole ""positive comments"" from two reviewers were probably the director's wife and his best friend as no one I've met who has seen this film enjoyed it at all.",unsup,34675_0.txt
